index,score,comment_text,class
12357,0.4,"Oh Larry... Your reductio ad absurdum argument is duly noted, for the fallacy that it is. I'm saying that elections are easily bought, and people are readily installed in office, with relentless advertising. Are you saying that's not really the case, and that voters always know better?  If that's the case, then why do we need campaign contributions at all?  Help me to understand, Larry.
",0
12362,0,"Bernie & Jane Sanders come to Alaska and drill for oil and gas so we can make America great again!!
",0
12363,0.756756757,"Actually,  I do think voters are stupid and deserve what they elect. If they are swayed by advertising so be it. YOU can NOT deny speech to anyone - no matter how they pool their funds. Get over the Bill of Rights and move on.
",1
12364,0,"it's all relative but i would think one would want a gap in age that subtly suggests a line not to be crossed.  that said - I know several couples where the male had been an instructor to the female.  but the women were all older than 17.  a 17 year old girl falls in love with a poster on a wall.   others have 2 kids...and do it well.  how do you compare?
",0
12365,0.1,"No, I don't. That's why I'm *normally* cynical about them. They also put Hawker & the other corrupt legislators in office. Etc. etc.  Remember when Palin had an 80% approval rating from Alaska voters? I was never among that 80%. Remember when that 80% approval rating took a huge skydive so that now it's more like an 80% *disapproval* rating? Well, I was one of the disapprovers to begin with. So what's with the 60% who switched? Unreliability, that's what.  Did you see that happen? I'm back to my normal cynicism already!
",0
12367,0,"Ms. Landt implied that by electing President Obama 'The People' have spoken.  My point is that The People have spoken in the election of all those I have named as well.  McConnell, just like Joe Biden in 1992,  says that the best word from 'The People' will be given when they elect the next President, not the one who is currently in office.   Since all the Majorities above have occurred since President Obama's election, I can't say he's unequivocally wrong, just that he is a politician.
",0
12369,0,"oh lordy...where's the Donald and the Wall when we need them?
",0
12370,0,"Bernie & Jane Sanders come to Alaska and drill for oil and gas so we can make America great again!!
",0
12374,0,"When Sarah ran for office she was the Mayor of Wasilla, and the Frontiersman ran a story that what very negative about her as the mayor, so I was skeptical from the beginning about her. But then Wally Hickel endorsed her and that was all it took for Alaskans to vote her in. Like all politicians she was a combination of good and bad, but the bad dominated her. When she quit as governor, that sealed her fate. People saw her as a quitter, and nobody likes a quitter.
",0
12376,0,"Many of the women I know personally are very comfortable with Trump and plan on voting for him.
",0
12377,0,"But if a dollar was taken away for every vote that he lost over such remarks, your retirement would still be a long way off.  My advice: invest wisely.
",0
12382,0.2,"Sorry, Dingman, as much sense as you make, I'm keeping my head firmly in the sand, where it's been for the last 35 years.  As an insider in a capacity professional ethics keeps me from revealing, I learned very quickly how corrupt Alaska politics was, and remains.  I forgot about the politicians, saved my money, and kept my sanity.  Now I'm moving out of state.  Alaska isn't worth the effort.  I realize I'm part of the problem but, in conventional terms, there isn't any solution.  Things are far too degenerated for that.  As St. Ronnie once said, """"If it's going to take a bloodbath, let's get it over with.""""  He was speaking about young protestors, of whom I was one.  How deliciously ironic I can quote him approvingly now.
",0
12383,0,"Bizarre to see the two front-runners for the Republican nomination & their supporters sniping over questions of misogyny. From my perspective, both of them are (as are the overarching policies of the wing of the national Republican Party of which Cruz is a member).  That said, (1) families, spouses, & children of candidates should be left out of it (unless they are themselves politicians, as for example candidate Clinton's husband is); & (2) I never ever thought I'd be saying """"You go grrrl!"""" about Megyn Kelly.  GOP bizarro world indeed.
",0
12387,0.166666667,"wow - poor ms byrd got pretty hurt - wish her the best in a complete and quick recovery....she's in for some intense rehab for sure.... wish the RG pushed harder or something...these stories are just like cartoon balloons - there is no substance.  they are too often one sided...there is either a press release , press conference or some such thing quoted and that's it. .  the stories don't reference other relevant stories or facts. there's no sense of presence in the community....the RG just doesn't """"get involved..."""".  too many sweetheart stories - soon as I start reading of some  ex-duck player who has moved on to be a dentist/insurance salesman/something in the community I think of the thousands of other grads who didn't get that little' pop', of free advertising.  a university AD that just shook hands with the  hand of a man who just up, turned and  walked away with those millions. and where is the story?  on the whole insane deal?  you can't make that stuff up and the RG..?.
",0
12392,0,"All this fuss when trumpy has all but won. Hes got it in the bag
",0
12396,0.4,"Jewell was 100% correct in her actions. Meeting with an armed hate group as they commit crimes and terrorize a community? Nobody in their right mind would suggest THAT'S a good idea. The Bundy Gang uses the Constitution in the same way that racists use the Bible. They are freeloading, ignorant bullies with no regard for others. Have you seen the pictures of how they trashed their encampment??! It's shocking!  I hope they get the maximum time in prison. That would be justice served.
",0
12397,0,"Once again the Register Guard only publishes the extreme view on this subject to discredit it. Predictably in the coming week the RG will be filled with op-ed rebuttals trashing Charlie, and especially in denouncing Trump. Curious how the RG reports it is shameful we offshore jobs to Mexico and South America, and demonizes corporations for avoiding taxes and paying a """"living wage,"""" and yet when it comes to illegal immigration saving corporations billions in offshoring costs, this newspaper (sic) has nothing but praise lecturing how illegal immigration is, and I quote; """"vital to our economy."""" Though I hold rights to citizenship I can't just show up to the Chickasaw Nation in Oklahoma. I have to apply for citizenship. There would be he11 to pay if the Chickasaw Nation did not enforce their immigration laws and gave a blinds eye to illegal immigration and illegal labor. Chickasaw's understand what happens with unchecked illegal immigration. It's called the Trail of Tears.
",0
12399,0.166666667,"Based on the criteria listed by the person quoted in the article —  """"Hillary Clinton is very, very vulnerable among this group of women that she needs to have as her base: independent women, and soft Republican women. She's very vulnerable with them today,"""" Packer said. """"Should we nominate Donald Trump, they will flock to her because they see him as someone who's repulsive....""""  — what your declaration means to me is that you don't consider yourself an """"independent woman"""" [as in """"neither a Democrat or Republican""""] or """"soft Republican woman"""" [as in moderate Republican] who are the only women Packer was referring to there.  Still doesn't mean that women who are independents or moderate Republicans, who Packer believe to be part of Hillary Clinton's base, but who might otherwise vote Republican, won't ditch the Republican nominee in a nanosecond if that nominee should happen to be Trump.
",0
12403,0,"Fish and Game have no business regulating livestock. Outside interests don't have any business ramming things like this through in Alaska. What will happen if this gets rammed through is people won't be registering their goats anyway. It'll end up just like when the state required SSN on hunting and fishing licenses, people stopped buying them. This reminds me of the mandatory auto insurance law that was snuck in years ago. According to the insurance companies there's was a crisis caused by uninsured motorists. There was no crisis, it was an outside interest wanting to profit off of Alaskans.
",0
12404,0,"What FactChecking said.
",0
12405,0.2,"Unlike whitey who traces through the father, Indian culture traces through the woman. Perhaps this is why this tradition was started.
",0
12407,0.1,"You make a statement about fact checking with zero facts..Holy Cow indeed!
",0
12409,0,"I doubt he's lost many votes. Most of his supporters aren't offended by and probably actually like his snarky comments, and he's stayed pretty consistent in the polls regardless of what he says.
",0
12410,0,"All these pfd letters are quite amusing with the election threats and whatever else they come up with. Heres the cold facts. Your pfd is going away. Unless the state starts printing money they have nowhere else to go. And dont give me that income tax stuff. There is not enough income to come within 10 percent of what is needed. Stop writing the letters and wasting your time
",0
12413,0.166666667,"Post some facts where votes are being denied. Thats the biggest lie going on anywhere.
",0
12415,0.166666667,"You have """"liberal"""" chickens?
",0
12416,0.4,"Oh this is beyond failure, this is the kind of actions that radicalize, that undermine our greatest asset, the vast majority of law abiding, peaceful people, some of whom are Muslim, who help keep us safe. In truth while the role of terror is to terrorize, we have to remember that we kill more people with guns each week than have been killed in the US through terror and that much of the fear comes from attacks that are not by radical Muslims, but crazy white guys.  And the dreaded Ted is stoking those fires too...what do we call a leader who fosters hate and violence?
",0
12417,0.166666667,"Perhaps not amongst die-hard Trump supporters, especially if they're men. But he already seems to have lost a lot of Republican women:  """"This month, about half (47 percent) of Republican female primary voters said they could not imagine themselves voting for Trump. (About 40 percent of male GOP primary voters said the same.)"""" Compared with 32% of women in that NBC/Wall Street Journal poll saying they couldn't imagine voting for Cruz.  That's a 15-point difference between Republican women on the two candidates.  """"Examining Trump's Problem With Female Voters"""" [Mar 24, 2016] http://www.nbcnews.com/politics/2016-election/examining-trump-s-problem-female-voters-n544901  And then bring in the *entire* electorate (not just Republicans), & Trump is...well. I'll just say the article is very cheerful news for supporters of Democratic candidates. For the GOP... not so much.
",0
12418,0.166666667,"I have long respected Sen. Gary Stevens but he has lost my vote over this Taj Mahawker Travesty.  That, and his feebly going to bat for giving nearly $3 million to the AK Space Pork """"launch site"""" on Kodiak - saying it will 'diversify the economy"""" and """"provide jobs.""""  (Per the Kodiak Daily Mirror)  The site has been a wasteland and a dud since inception and has provided a handful of jobs: security and broom pushers.  Any """"space"""" activity, workers come from Outside.  Sorry to digress from the Taj - but the Space Pork boondoggle is another example of multi million dollar legislative waste on projects we can not afford.
",0
12426,0,"Paul, your logic is very, very wrong.  Just because citizen's have an OPPORTUNITY for involvement does not mean that they get to DETERMINE the plans that become the basis of the Code.  I won't ask you in a snarky way, """"Do you get it?,"""" like you asked me.  Instead, I'll gently recommend that you read a bit more carefully.  Otherwise, you are spreading  misinformation that is not helpful to the discussion.  BTW, you should know that your post did make me laugh.  Your statement that I was """"condescending"""" is a classic example of what my grandmother calls, """"The kettle calling the teapot black.""""  Again, I do not have OCD and do not feel compelled to respond to all of your comments.  I am calling it a night.
",0
12428,0,"I know this is extremely late, but I can't understand how so many people know these awful things about Clinton, yet she's always ahead.
",0
12432,0,"On Fox News McConnell noted that they couldn't approve the Pres. nominee because the NRA didn't like him...really.  So now we know what is President to Mitch and his minions. Wow!
",0
12433,0,"I often marvel at how District Attorneys skew charges or try to get judges to circumvent a law by introducing bogus suggestions to a court. Perhaps it is an election year or ploy for the DA in this case.
",0
12438,0,"I base the comment that the governor's office learned this on March 10 not just on the comment from Jim Whitaker, but on a March 10 email from DOT Commissioner Marc Luiken to the governor's office in which he mentioned that this issue would attract notice: """"This issue may make the press in coming days.  See the attached memo from Judy Dougherty, the KAC Project Manager.  Local Government Hill residents have recently asked for any updates on the TIFIA process.  Judy recently passed her the second attached document that indicates the TIFIA loan group asking for more definitive information before they make their decision.  KAC is awaiting a rating agency review to provide the bond market’s confidence in this project.  Once that decision is issued, I will provide a recommendation on moving forward with this project.""""
",0
12440,0,"I'd offer you a beer, but sounds like you prefer Kool-Aid.  I think he'll get be the Republican nomination. But I doubt he'll be taking an oath of office next January.
",0
12443,0,"Jimosaurus:  Please don't descend to the same level as some others who post in this forum.  You can stay above the vitriol, I can sense it.  You make a valid point that the sidewalks need to be improved.  We should work together to lobby the City to allocate money for that (although some new sidewalks would presumably be installed when an owner redevelops his or her lot).  However, I strongly disagree that burying the utility lines is """"essential for making the sidewalks usable.""""  That improvement, while very nice, is purely cosmetic and has no impact on function.  Please look at the city fact sheets.   The streetside realm will be much improved over the status quo.  That is really impossible to deny.  And, to answer your last question, SW-SAZ is not just about a more walkable neighborhood.  It is also about compact urban growth, housing stock diversity, a more attractive streetscape, and rejuvenation (among other things).  That is why it covers more than the sidewalks.
",0
12444,0,"Why is she here? Bernie has ZERO chance of winning, the super delegates already said they are voting for Hillary Clinton. The Democratic nominee will be Hillary Clinton, that's it.
",0
12446,0,"This could be the tip of the iceberg of massive die-offs we'll be seeing with many species due to rapid climate disruption.  Your children will watch a lot more of this, and worse.
",0
12451,0.833333333,"Problem:  The deluded and corrupt fools leading the legislative majorities have a lock on power because they keep getting reelected by their loyal but clueless constituents, largely due to gerrymandered districts.  The rest of us can't vote them out of office if we're not in their districts.  Solution:  Take the majority away from them.  How?  By voting out any of your own legislators that are in the majority.  Even though they might be reasonably good reps, if they're in the majority, they're part of the problem because they empower the likes of Chenault and his cronies.  If you don't like what this legislature is doing, you need to sacrifice your own reps to fix it.
",1
12452,0,"Why is it, no matter who the President might be, the USA can still afford to start wars that we   can't win, but can not afford health care & a decent education for our citizens... But you better pay your taxes on time!  """"We The People"""" are now the enemy...
",0
12455,0.2,"msgreen - Trump is certainly not my cup of tea, between his arrogant style, treatment of women and a decided lack of diplomacy, I much prefer John Kasich. However, I have to take into consideration who I think would be a much more credible candidate. One who has not been bashful about taking on the republican establishment and that is Ted Cruz. As far as considering the entire electorate, with a possible indictment looming, the possibilities for cheerful news for supporters of democrat candidates are indeed slim at best. In any case, any of the republican candidates would be much more effective than either of the democrat candidates at bringing this country back to where it should be. Don't get me wrong, I respect Bernie very much and consider him to be a man of integrity and an honest man. I disagree with Bernie on just about every issue, but he has my full respect, unlike Hillary.
",0
12458,0.166666667,"""""Jefferson, Lincoln, Washington, FDR, Teddy R, JFK""""  LOL.  Do you really want an essay on each one of these you 'venerate' which exposes their actual feet of clay under modern standards?  Let's start with the fact that half of them were unfaithful in marriage and then go from there?  Teddy Roosevelt's White Man's Burden and gunboat diplomacy including the Great White Fleet would just be a start on him.  JFK:  The Bay of Pigs, the CIA, """"Advisors"""" who got us started in the Vietnam War?  FDR's attempt to Pack the Supreme Court after they kept finding his legislation unconstitutional would just be a start; he had three terms, after all.  Jefferson and slavery?  Lincoln's suspension of the law of habeus corpus and only 'freeing' the slaves in Southern states, not the ones who had slaves but supported his side in the Civil War?  Should we hate Carnegie for his libraries. too?  Or just because he was one of many robber barons?  Was the Vanderbilt who was Governor of Rhode Island evil, too?
",0
12459,0.4,"If the FBI and DOJ are honest and straight forward, They will mostly hold their noses and vote for Trump instead of a woman that has been indicted for compromising this nations security.
",0
12461,0.166666667,"And there's something I agree with completely ... writing this after the fact, watched it, loved it. And your """"trample"""" prediction was quite accurate, too. Go ducks.
",0
12462,0.166666667,"After the liberals get done tearing down all the statues of the racial bigots of the past, whose statue will be left?
",0
12463,0,"I believe they will hold their noses and vote for Trump. It will be kind of funny if the coverage in November shows a bunch of ladies going into the voting booths holding their noses tightly closed :)
",0
12464,0.5,"Trump loves his uneducated voters. It sounds like you know a few yourself.
",1
12466,0,"Great run ladies. One to go. I'm a fan from down in Boise and have followed the last 8 games online or CBS Sports. Finish it off against Lubbock Christian. Just do your thing and you'll pull it off. Keep the pressure on. Convincing team win against Grand Valley State.
",0
12467,0,"Any ruling 4-4 leaves the law as it was in each Circuit before the cases were accepted.  Once a 9th Justice is appointed, the issue may well come back for final, nationwide decision.  That's what the Constitution requires.  Only one case out of 14 has been decided that way so far; very few are left.  This term of the Court is over in three months.  I predict that few truly controversial cases will be accepted by the Court for the next Term until there is a new 9th Justice.
",0
12473,0.7,"JRemington : “Ted Cruz is far, far too narrow minded and ignorant to be President”   Narrow minded and ignorant, seriously? He graduated magna cum laude, edited the Harvard law review, Clerked for the Chief Justice of the U.S. Supreme Court.  Mr. Cruz’s public persona may seem arrogant and condescending, he may lack the diplomacy and charisma some seek in a president, but by no stretch of the imagination is this man ignorant.
",1
12474,0,"Just the fact that the whole situation is swimming in negativity. There'll likely be appeals, more haggling. The public will lose a building for access to the legislature - a building upgrade or replacement that has been talked about for a quite a few years. The states credibility could be more compromised in the future(thanks to the dealmakers involved). More ill will is going to be fostered. Whether any money(a few hundred thousand annually) will end up being saved or not by moving, the losses are not monetary.
",0
12475,0,"You can register to vote and change you party affiliation at the caucus (you can change it to whatever you want after the caucus).  Come caucus for the only Democrat who can beat Donald Trump -- BERNIE SANDERS (look at the polls).  This election is being fought in the primaries, come to the caucus for Bernie.  He's the only real choice if you want to break free of the money and corruption that owns our government today.  Thanks.
",0
12478,0,"I'm confused, though, why the comment that Larry Davis wrote that I responded to was removed. His post expressed his political opinion & belief that Hillary Clinton would be indicted for the email thing. But he did not express his sentiments in any kind of uncivil way.
",0
12480,0.166666667,"Mike Chenault well understands that he has a majority 21 votes from his  caucus alone; however, 21 votes won't access the Constitutional Budget Reserve to bail him and his caucus out of this debacle that many of them created. The majority caucus (which includes members from both parties)  can, by themselves,  access the  Permanent Fund Earnings Reserve Account with a simple majority vote.  While taking funds from the Earnings Reserve only requires a majority vote that action may well impact the individual PFD payments  and/or stop funding this year of  the Permanent Fund principal,  actions they don't want to do before this election.  Therefore, they want to avoid taxes and will """"paint over rust"""" hiding the fiscal problem using CBR funds.   CBR access takes a 3/4 vote of the House and that will require 30 votes and Mike needs those """"outsiders"""" now just like he did at the end of the last session. Alaskans deserve a long term solution now with no more """"can kicking"""" down the road.
",0
12482,0.5,"Yes, that sure exposed the Bundys as being absolutely hypocrites: railing against the evils of government while at the same time taking hundreds of thousands of dollars in assistance from the government.  Ammon Bundy is really no different than Donald Trump: both insane, both egomaniacs, and both total hypocrites in their anti-government stands.   Trump's father ( who left a huge inheritance to the Donald ), made most of his millions building low cost middle class housing that was mainly financed by subsidized Federal HUD loans.
",1
12484,0,"Why not sell birth control over the counter? Prices would go down, and women would not have to worry about whether their insurance covers contraceptives. I'm sure there would be plenty of non-profit organizations that would provide the pills for little or no cost for women who cannot afford them. Deregulation is the only option that both empowers women to make their own contraceptive choices and affirms religious liberty.  Instead, one silly regulation leads to a constitutional crisis. This is not how our country was intended to be.
",0
12485,0,"The article states that caucusgoers """"must be present and registered by 10:45 a.m. to vote"""" but this is not entirely accurate, since doors will close at 10AM. Anyone who wants to caucus, registered Democrat or not, needs to be to the caucus site by 10AM, preferably by 9:30. I am already a registered Democrat and I plan on arriving by 9AM.
",0
12486,0,"msgreen - You could be right about being indicted. But my knowledge and experience comes from 15 years working in Naval Intelligence from 1971 through 1986. The legal experts you cite are on the left side of this divide. Hillary signed a non disclosure agreement, the same one I did, that is required before anyone can be given clearance to work with classified material. That agreement states clearly that the person will protect and safeguard all classified material, marked and unmarked. There is no differentiation between marked or unmarked classified information. Any person violating that agreement will be subject to criminal or military prosecution. Compromise of classified information above the Secret classification is a felony. There are many individuals who have been punished for compromise of classified information over the past history of this country. While you may be right in that she may not be indicted, you are wrong that she should not be indicted. The law is clear.
",0
12488,0,"The legislature is hell bent on getting their paws on the permanent fund and folks it is going to cost us. Oil tax giveaways? Business as usual. Low income senior payments? Cut 'em! Sue the governor over Medicaid expansion in spite of judge saying it was legal and within the governor's authority? Keep spending money we don't have. The Anchorage LIO now that a judge ruled against them and dismissed the case? I'm betting they double down. I was watching Gavel Alaska and the Senate Finance Committee the other day. I think I counted four legislators at the table.  It was testimony from around Alaska via phone. Most of the group appeared to be bored, didn't ask one question of anyone calling in, got up to go get coffee or leave the room and basically acted like they could care less what anyone had to say. I'll bet they give a lot more attention to the lobbyists when they appear before the committee.
",0
12490,0,"Hopefully the minority caucus will hold strong - no breaking the CBR piggy bank until oil tax credit reform and a revenue package pass.  Chenault will try to accuse the minority of holding the budget hostage, but we residents have their backs.
",0
12493,0,"Are you arguing that he shouldn't be running for president?
",0
12496,0.7,"It was unfortunate and unnecessary that Trump jumped on Cruz for this crap put out by Make America Awesome.  This is another example of a reason to limit or eliminate the PAC's that have unlimited power thanks to the Supreme Court and the horse's patoots that use the PAC's to really, really dirty up our elections. It's this PAC that Trump should have chewed on. Also, this is a very slanted article; but what can one expect from the Washington Post.
",1
12500,0,"Also according to this article most woman working for Bernie actually make MORE then men doing the same job http://www.huffingtonpost.com/entry/new-report-shows-bernie-sanders-highest-paid-staffers-are-all-dudes_us_56e993b8e4b0b25c91841ee0
",0
12501,0,"No, I did not see that but if you look across the nation as a whole, you will find many jurisdictions that have done things that cannot be explained to limit the voices of the people. On both sides of the political divide. Does not make any of it right.
",0
12505,0,"After attending and passing the required academy, those who succeed go onto on the job training.  It takes approximately 2 years to complete the training process to become a state certified dispatcher that is capable of working without a trainer.  Two years of sitting with a trainer to learn the job because it is just that complex.
",0
12508,0,"It would have been nice to have had this angle covered while people could have taken action and commented. Instead you guys ran the proponents' biased editorials disguised as science during that period. And please, interview more reputable people!
",0
12511,0,"Thanks, Larry. We're not in agreement on some things, but I think we're in agreement on this: that it's good to be able to have thoughtful, civil debate.  I'm so tired of how polarized things get, & how turns people into enemies who shouldn't be. I just wish that people who were used to being polarized would calm down, & not automatically rate comments as being """"not good"""" and/or """"uncivil"""" just because they disagree with the opinion expressed.  Good to have this discussion with  you.
",0
12512,0,"Very convincing win.  I'm confident that the Ducks are going to the Final Four.   The next game with Oklahoma will be much tougher and closer than this.   But I think that the Ducks will have what it takes to prevail.  Can they get to the finals?   I don't know.   Beating Kansas in the semifinals will be a very tall order indeed.   Kansas has been rated #1 in the national polls for the last 3 1/2 months.
",0
12515,0,"I'm a nonpartisan (independent) — not a member of any political party, not even temporarily in order to influence whoever's caucus.  But I do find it annoying when people of one leaning or another find themselves unable for whatever reason to use the proper name for each other's political parties.  There is no such thing, in the U.S., as a """"Democrat Party"""" or a """"democrat candidate"""" (which even if you're just truly using a lower-case """"generic"""" usage would be ungrammatical), anymore than there is such a think as a """"Republic Party"""" or """"republic candidate."""" They are the Democratic Party, Democratic candidates; the Republican Party, Republican candidates.  Even before ADN's initiative to promote civility in its comments section, I have tried to avoid namecalling, in the name of treating my fellow human beings with a modicum of decency & human respect. I've also tried to avoid *mis*namecalling.  Consider this a plea for other people to do so as well. Thanks.
",0
12520,0,"The senate is doing what the constitution requires. Advice and consent. There is no time limit and there is not even any requirement for hearings or a vote. If there is neither, then it is obviously a denial of consent. Both parties have supported the idea that any supreme court nomination during a presidential election year should be put on hold until after the election so that the newly elected president gets the privilege of doing the nomination. I do not know how many vacancies occurred during a presidential election year but it has been a very long time, I believe around 100 years ago.  Lastly, the senate is doing what the voters who elected them want, for a change.
",0
12523,0,"Let's hope desperate times create comity and some consensus! One not-too-painful budget reduction/containment thought -  A one-time retirement incentive package- an idea used by other states and by the Big Three automakers to regain cost control in a politically """"doable"""" fashion. More drilling incentive cuts greater thn those wantd by the Legislature as well - and a return to some reasonable level of our former income tax that employed Alaskans would recover via the (to be modified and reduced) PFD that will still be there to sustin low-income Alaskans.. By the way, I don't hear much complaining anymore about the new federal Medicaid money (and jobs) coming to us  now..
",0
12524,0,"Its amazing that almost everything you read about Trump opposes him, yet he is the one getting all the votes.  That would be the other-half-of-the-story.
",0
12525,0,"Nice try ADN... as usual you'll hyperinflate all that any Republican or Conservative does as the owner of this rag is all in on the New World agenda and the advancement of the Socialist Nationalist Agenda to set in a One World Government. No secret here. What Obama and Hillary have done to dumb down and weaken this nation you have helped to do. Your complicit in all that's wrong with the Democratic party and the atheistic/deist theme behind the undermining the constitutional fabric that holds this great nation all together. However everyone is hip to your game and your all being exposed for the enemies of the flag that you all are. Traitors. Well, get ready because the Trump Train is here and your all going to kiss your anti American fascist liberal aspirations goodbye... at least for now. America let's take advantage of this election and put these criminals behind bars and get on with the business of making this nation great again.
",0
12526,0,"Yep, those Majority legislators have no problems going after your PFD but increasing oil taxes and cutting generous tax credits is off limits.
",0
12528,0.621621622,"Trump is an equal opportunity bigot, racist, sexist pig, he even makes fun of the handicapped, but the likes of Sarah Palin, with a handicapped child, and Ben Carson a black man still show support and look the other way, Both sell outs! what a sad America we have become! So sad!
",1
12529,0,"As of today's national polls, Trump has a 68% negative rating across all party lines and voters.  LOL
",0
12530,0,"He got Bin Laden. The chimp didn't care about Bin Laden, before, and after 9/11 while him and Cheney were laughing all the way to the bank. Scalia and his ilk are in place to hand America over to the new world order. the banksters and fuzzy foreigners that own them. The sad thing about the trump supporters and their fellow republicans is, they voted in the corrupt and incompetent politicians that got America in this mess, republican and democrat. Now they're hollering they're mad and they're voting again. It would be nice if we voted for people who would prosecute conflict of interest and collusion instead of going into office bribed to deliver for the corps that paved the way f0r them. At least some with common sense to have the decency to know right and wrong
",0
12531,0,"Thick with irony. A campaign stop by the wife of a  Democrat who has built his campaign on income inequality just as Alaska's likely super delegates, all former officials, provide cover for diverting PFD money that has kept income inequality at bay in Alaska steady while the gap in every other state has widened, this with no public vote.
",0
12532,0.4,"I can't believe I'm going to have to pay taxes for this to be considered.  Ridiculous.
",0
12533,0,"I can't believe I'm going to have to pay taxes for this to be considered.  Ridiculous.
",0
12534,0,"Advice and consent would be to hold hearings, and then vote the nominee up or down depending on whether  they like what they see or not.  Declaring that the president should not bother submitting a nomination, and that they will not vote on a nominee no matter what is not """"advice and consent"""".  The senate leadership has no basis for its actions in the constitution whatsoever.
",0
12535,0,"If the capital were in Anchorage none of this would matter.
",0
12537,0,"I also thinking to do it at once, on the next elections we need a new Senator and Governor.
",0
12538,0,"Thank god?  No. Thank the voters of Oregon. We voted this in.  WE did this for ourselves. have some pride! WE SOLVED THE PROBLEM!!
",0
12540,0.2,"""""Oregonians are sick and tired of draconian drug laws that broke up families, filled prisons with drug law offenders and no rehabilitation. Drug abuse is a social problem, less a criminal issue.""""  preach, brother, sister. Whoever. Preach on.  The fact is that I've come to view putting all of those people in jail and filling them up as not merely an waste of resources and tax money. Because that alone wouldn't make me so passionate about hating this drug war.  if it was JUST that we were wasting that much money I woudn't be So proud of what we've done.  The drug war is not just  costly  in terms of  money, psychological damage,  moral damage and it's immoral  https://www.youtube.com/watch?v=c8N0TDsjpkE  but what's worse is that it directly enables the mexican cartels. Have you seen how terrible they are? and mexico is close enough to Oregon.  we cannot POSSIBLY deescalate this war as a country fast enough for my moral outrage and taste
",0
12541,0,"I prefer the term """"white supremacy"""" to """"racism"""" because it's more accurate when discussing the ongoing nature of American social, political, economic, legal and educational institutions.  Having said that, I feel ya Ms. Burke.  It does matter.  And I say this as the father of two grown children of mixed African, Arab and European heritage, and five grandchildren of African, Arab, Fijian and European heritage.  My best wishes, Ma'am...
",0
12543,0.166666667,"Money is not speech.  The Founders had very clear understandings of what money was, and if they intended for money to be speech they would have enumerated that intention.  Someone wants to support a candidate, put a sign in your yard and talk to your friends and neighbors.  This country's democracy is dying the death of a thousand cuts from legalized bribery, and a consideration of Alaska's current legislature suggests we need zero additional help finding incompetent bought & paid for politicians locally.
",0
12544,0,"Good job Lizzy Acker in trying to drive this woman owned local independent business out. I am sure you will be smugly satisfied when it is replaced with another Starbucks.
",0
12545,0,"Both Bernie, & Hillary have ideas that are so persuasive that they have to force participation at the point of the governments guns.
",0
12547,0,"There's a """"yuge"""" difference between a socialist and a social democrat.  A socialist believes the government should control all means of production.  A social democrat believes the government, through a fair set of taxes, should provide basic services while the private sector does everything else.  Guess what: we already live in a social democracy.  Public schools, public libraries, public roads, publicly funded fire and police protection, assistance to the poor and elderly...would you really want the policemen or firemen to only show up if you paid your fee that month?  The media labels Sanders a socialist because they know the term rubs so many people the wrong way.  They want this election to be between Clinton and Trump because it sells ads.
",0
12548,0.5,"Each time Trump makes an asinine remark about women, minorities  or other cultures journalists can't wait to say how this will hurt him. Well, it doesn't. In fact the degrading comments about others only strengthens him among his uneducated supporters. Remember how he said he loved the uneducated. That's because they make up 99.99% of his base.
",1
12549,0,"There is no way the party will let Trump have the nomination!
",0
12550,0,"Boy, that building is an eyesore to boot.  Just to look at it makes me wonder about the folks who put that together; what a sweetheart deal to have a leading republican running rough shod over the procurement laws on your behalf; dig deeper and see if there any tangible benefits for Senator Hawker.   Where there is smoke, there is fire.
",0
12552,0,"As long as I have enjoyed my home in Alaska the Gottstein family has been stellar examples of good neighbors.  The citizens of Alaska thank you Jim for seeing a wrong and """"righting the ship"""". Congrats on a win for all of us!
",0
12553,0,"Buy the building? What??? Let the landlord sink in the mud he and legislators planned for Alaska. Pilfer (my spelling) should be forced out of any access to legislators due to this disreputable dealings. This is not the first time he jerry-rigs state contracts evidently. He is shameful in his bribing. Hey. Hawker did you really think your career pals would give you the truth on this? You have been had by your own party and now you have become the latest hated man target for legislator top tiers corruption. All new elected candidates beware of being used by Cherrault and his band of snakes. Why would something like this one given to a person who had no understanding of property or contracts. Yet supposedly legislator attorney knew this was illegal and (Pilfer) and Cherrault demand we give millions to him. Follow the money. Another one bites the dust.
",0
12554,0,"Oh, it would """"jeopardize our system of justice, hurt our democracy, and betray the vision of our founding""""?  Like the Patriot Act?  Like holding people indefinitely or trying them with """"secret evidence""""?  Like killing people without a trial?  Or would it be more like tapping our phones and e-mails, robbing us of the right to be secure in our persons and effects, and seizing our stuff when the goon squad breaks in without a warrant?  Power politics and the mechanism of being always at war has led """"our democracy"""" down some strange paths alright---And Obama might even be able to make the republicans eat crow over stone-walling him; it is an election year after all.
",0
12555,0.2,"You, Mr. President have illegally gone around, or ignored the will of the congress far to many years. Those unconstitutional acts carry a cost, & that bill is now due. In 2014 THE PEOPLE gave control of the Senate to the Republicans, largely to stop, or slow your destructive administration. The Senate is now expressing the will of the people.
",0
